,Date,Fees USDC,Fees WETH,Liquidity USDC added,Liquidity WETH added,Liquidity USDC,Liquidity WETH,Price WETH/USDC,Liquidity added USDC converted,Portfolio USDC converted,Fees USDC converted
0,2023-06-26 13:03:01,0.0,0.0,0.185182312,304.8172423450669,0.185182312,304.8172423450669,0.0006075191500826099,0.370364624,0.370364624,0.0
1,2023-06-27 00:00:00,1.2467439049605826e-05,0.019610505291818472,0.0,0.0,0.18610783024510053,303.30137963880657,0.0006136069360011857,0.0,0.3722401610713162,2.4500581115153596e-05
2,2023-06-28 00:00:00,4.67704278648342e-05,0.07010667347301307,0.0,0.0,0.18982100942362182,297.3683568869454,0.000638336275623935,0.0,0.37973354090794964,9.152206070598068e-05
3,2023-06-29 00:00:00,6.76332360832011e-05,0.10664463031186952,0.0,0.0,0.1860763306618093,303.3527234450623,0.0006133992421383618,0.0,0.37228571029511315,0.00013304897149462764
4,2023-06-30 00:00:00,8.104574613267573e-05,0.12882205782584955,0.0,0.0,0.18556949171115425,304.1812592922616,0.000610062211402894,0.0,0.37129861863791586,0.00015963521560738499
5,2023-07-01 00:00:00,0.00011357468225190186,0.18334860164634723,0.0,0.0,0.1843308290513075,306.2252905031537,0.0006019451520429177,0.0,0.36888559858676173,0.00022394048414676868
6,2023-07-02 00:00:00,0.00012278810035922059,0.19921878351550093,0.0,0.0,0.18375640156474915,307.18255905242023,0.0005981993317966709,0.0,0.36775476377303784,0.00024196064353953887
7,2023-07-03 00:00:00,0.00013280326221404824,0.21664851131205118,0.0,0.0,0.18309998737088554,308.28380976665926,0.0005939331926301104,0.0,0.36646145274598724,0.00026147800421617536
8,2023-07-04 00:00:00,0.00014274616996372792,0.23283833126514025,0.0,0.0,0.18363156899496103,307.3913814703219,0.0005973868496787712,0.0,0.3675449787170847,0.0002818407271626722
9,2023-07-04 13:58:21,0.00014879140693679682,0.24293425433015733,0.0,0.0,0.18357801816268116,307.48104941901283,0.0005970384793129621,0.0,0.36744986883007746,0.00029383250471510234
